파일번호(File_No),파일명(File_Name),파일저장경로(Directory),대상물번호(Obj_Num),촬영각도(Cam_Ang),촬영시각(Date_Time),부위(Obj_Type),실외온도(Out_Temp),실외습도(Out_Hum),실내온도(In_Temp),실내습도(In_Hum),실내조도(In_Illum),실제판독명(Act_Diag)
137,c1_60(9).jpg,https://www.bigdatahub.go.kr/images/disease/,60,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,흰가루병+탄저병+덩굴마름병+기타10
138,c1_62(1).jpg,https://www.bigdatahub.go.kr/images/disease/,62,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+덩굴마름병+흰가루병
139,c1_62(2).jpg,https://www.bigdatahub.go.kr/images/disease/,62,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+덩굴마름병+흰가루병
140,c1_62(3).jpg,https://www.bigdatahub.go.kr/images/disease/,62,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+덩굴마름병+흰가루병
141,c1_62(4).jpg,https://www.bigdatahub.go.kr/images/disease/,62,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+덩굴마름병+흰가루병
142,c1_62(5).jpg,https://www.bigdatahub.go.kr/images/disease/,62,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+덩굴마름병+흰가루병
143,c1_62(6).jpg,https://www.bigdatahub.go.kr/images/disease/,62,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+덩굴마름병+흰가루병
144,c1_62(7).jpg,https://www.bigdatahub.go.kr/images/disease/,62,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+덩굴마름병+흰가루병
145,c1_62(8).jpg,https://www.bigdatahub.go.kr/images/disease/,62,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+덩굴마름병+흰가루병
146,c1_62(9).jpg,https://www.bigdatahub.go.kr/images/disease/,62,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,노균병+덩굴마름병+흰가루병
147,c1_76(1).jpg,https://www.bigdatahub.go.kr/images/disease/,76,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
148,c1_76(2).jpg,https://www.bigdatahub.go.kr/images/disease/,76,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
149,c1_76(3).jpg,https://www.bigdatahub.go.kr/images/disease/,76,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
150,c1_76(4).jpg,https://www.bigdatahub.go.kr/images/disease/,76,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
151,c1_76(5).jpg,https://www.bigdatahub.go.kr/images/disease/,76,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
152,c1_76(6).jpg,https://www.bigdatahub.go.kr/images/disease/,76,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
153,c1_76(7).jpg,https://www.bigdatahub.go.kr/images/disease/,76,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
154,c1_76(8).jpg,https://www.bigdatahub.go.kr/images/disease/,76,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
155,c1_76(9).jpg,https://www.bigdatahub.go.kr/images/disease/,76,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+세균성모무늬병
156,c1_78(1).jpg,https://www.bigdatahub.go.kr/images/disease/,78,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+모자이크병
157,c1_78(2).jpg,https://www.bigdatahub.go.kr/images/disease/,78,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+모자이크병
158,c1_78(3).jpg,https://www.bigdatahub.go.kr/images/disease/,78,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+모자이크병
159,c1_78(4).jpg,https://www.bigdatahub.go.kr/images/disease/,78,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+모자이크병
160,c1_78(5).jpg,https://www.bigdatahub.go.kr/images/disease/,78,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+모자이크병
161,c1_78(6).jpg,https://www.bigdatahub.go.kr/images/disease/,78,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+모자이크병
162,c1_78(7).jpg,https://www.bigdatahub.go.kr/images/disease/,78,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+모자이크병
163,c1_78(8).jpg,https://www.bigdatahub.go.kr/images/disease/,78,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+모자이크병
164,c1_78(9).jpg,https://www.bigdatahub.go.kr/images/disease/,78,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+모자이크병
165,c1_85(1).jpg,https://www.bigdatahub.go.kr/images/disease/,85,1,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+기타10
166,c1_85(2).jpg,https://www.bigdatahub.go.kr/images/disease/,85,2,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+기타10
167,c1_85(3).jpg,https://www.bigdatahub.go.kr/images/disease/,85,3,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+기타10
168,c1_85(4).jpg,https://www.bigdatahub.go.kr/images/disease/,85,4,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+기타10
169,c1_85(5).jpg,https://www.bigdatahub.go.kr/images/disease/,85,5,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+기타10
170,c1_85(6).jpg,https://www.bigdatahub.go.kr/images/disease/,85,6,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+기타10
171,c1_85(7).jpg,https://www.bigdatahub.go.kr/images/disease/,85,7,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+기타10
172,c1_85(8).jpg,https://www.bigdatahub.go.kr/images/disease/,85,8,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+기타10
173,c1_85(9).jpg,https://www.bigdatahub.go.kr/images/disease/,85,9,2020-11-25 14:05,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,덩굴마름병+흰가루병+기타10
174,e1_67(2).jpg,https://www.bigdatahub.go.kr/images/disease/,67,2,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
175,e1_67(3).jpg,https://www.bigdatahub.go.kr/images/disease/,67,3,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
176,e1_67(4).jpg,https://www.bigdatahub.go.kr/images/disease/,67,4,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
177,e1_67(5).jpg,https://www.bigdatahub.go.kr/images/disease/,67,5,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
178,e1_67(6).jpg,https://www.bigdatahub.go.kr/images/disease/,67,6,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
179,e1_67(7).jpg,https://www.bigdatahub.go.kr/images/disease/,67,7,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
180,e1_67(8).jpg,https://www.bigdatahub.go.kr/images/disease/,67,8,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
181,e1_67(9).jpg,https://www.bigdatahub.go.kr/images/disease/,67,9,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
182,e1_71(2).jpg,https://www.bigdatahub.go.kr/images/disease/,71,2,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
183,e1_71(3).jpg,https://www.bigdatahub.go.kr/images/disease/,71,3,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
184,e1_71(4).jpg,https://www.bigdatahub.go.kr/images/disease/,71,4,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
185,e1_71(5).jpg,https://www.bigdatahub.go.kr/images/disease/,71,5,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
186,e1_71(6).jpg,https://www.bigdatahub.go.kr/images/disease/,71,6,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
187,e1_71(7).jpg,https://www.bigdatahub.go.kr/images/disease/,71,7,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
188,e1_71(8).jpg,https://www.bigdatahub.go.kr/images/disease/,71,8,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
189,e1_71(9).jpg,https://www.bigdatahub.go.kr/images/disease/,71,9,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
190,e1_75(2).jpg,https://www.bigdatahub.go.kr/images/disease/,75,2,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
191,e1_75(3).jpg,https://www.bigdatahub.go.kr/images/disease/,75,3,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
192,e1_75(4).jpg,https://www.bigdatahub.go.kr/images/disease/,75,4,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
193,e1_75(5).jpg,https://www.bigdatahub.go.kr/images/disease/,75,5,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
194,e1_75(6).jpg,https://www.bigdatahub.go.kr/images/disease/,75,6,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
195,e1_75(7).jpg,https://www.bigdatahub.go.kr/images/disease/,75,7,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
196,e1_75(8).jpg,https://www.bigdatahub.go.kr/images/disease/,75,8,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
197,e1_75(9).jpg,https://www.bigdatahub.go.kr/images/disease/,75,9,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
198,e1_136(1).jpg,https://www.bigdatahub.go.kr/images/disease/,136,1,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,덩굴마름병+흰가루병
199,e1_136(2).jpg,https://www.bigdatahub.go.kr/images/disease/,136,2,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,덩굴마름병+흰가루병
200,e1_136(3).jpg,https://www.bigdatahub.go.kr/images/disease/,136,3,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,덩굴마름병+흰가루병
201,e1_136(4).jpg,https://www.bigdatahub.go.kr/images/disease/,136,4,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,덩굴마름병+흰가루병
202,e1_136(5).jpg,https://www.bigdatahub.go.kr/images/disease/,136,5,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,덩굴마름병+흰가루병
203,e1_136(6).jpg,https://www.bigdatahub.go.kr/images/disease/,136,6,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,덩굴마름병+흰가루병
204,e1_136(7).jpg,https://www.bigdatahub.go.kr/images/disease/,136,7,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,덩굴마름병+흰가루병
205,e1_136(8).jpg,https://www.bigdatahub.go.kr/images/disease/,136,8,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,덩굴마름병+흰가루병
206,e1_136(9).jpg,https://www.bigdatahub.go.kr/images/disease/,136,9,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,덩굴마름병+흰가루병
207,e1_141(1).jpg,https://www.bigdatahub.go.kr/images/disease/,141,1,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,덩굴마름병+탄저병
208,e1_141(2).jpg,https://www.bigdatahub.go.kr/images/disease/,141,2,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,덩굴마름병+탄저병
209,e1_141(3).jpg,https://www.bigdatahub.go.kr/images/disease/,141,3,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,덩굴마름병+탄저병
210,e1_141(4).jpg,https://www.bigdatahub.go.kr/images/disease/,141,4,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,덩굴마름병+탄저병
211,e1_141(5).jpg,https://www.bigdatahub.go.kr/images/disease/,141,5,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,덩굴마름병+탄저병
212,e1_141(6).jpg,https://www.bigdatahub.go.kr/images/disease/,141,6,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,덩굴마름병+탄저병
213,e1_141(7).jpg,https://www.bigdatahub.go.kr/images/disease/,141,7,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,덩굴마름병+탄저병
214,e1_141(8).jpg,https://www.bigdatahub.go.kr/images/disease/,141,8,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,덩굴마름병+탄저병
215,e1_141(9).jpg,https://www.bigdatahub.go.kr/images/disease/,141,9,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,덩굴마름병+탄저병
216,f1_49(2).jpg,https://www.bigdatahub.go.kr/images/disease/,49,2,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
217,f1_49(3).jpg,https://www.bigdatahub.go.kr/images/disease/,49,3,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
218,f1_49(4).jpg,https://www.bigdatahub.go.kr/images/disease/,49,4,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
219,f1_49(5).jpg,https://www.bigdatahub.go.kr/images/disease/,49,5,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
220,f1_49(6).jpg,https://www.bigdatahub.go.kr/images/disease/,49,6,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
221,f1_49(7).jpg,https://www.bigdatahub.go.kr/images/disease/,49,7,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
222,f1_49(8).jpg,https://www.bigdatahub.go.kr/images/disease/,49,8,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
223,f1_49(9).jpg,https://www.bigdatahub.go.kr/images/disease/,49,9,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
224,f1_50(2).jpg,https://www.bigdatahub.go.kr/images/disease/,50,2,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
225,f1_50(3).jpg,https://www.bigdatahub.go.kr/images/disease/,50,3,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
226,f1_50(4).jpg,https://www.bigdatahub.go.kr/images/disease/,50,4,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
227,f1_50(5).jpg,https://www.bigdatahub.go.kr/images/disease/,50,5,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
228,f1_50(6).jpg,https://www.bigdatahub.go.kr/images/disease/,50,6,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
229,f1_50(7).jpg,https://www.bigdatahub.go.kr/images/disease/,50,7,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
230,f1_50(8).jpg,https://www.bigdatahub.go.kr/images/disease/,50,8,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
231,f1_50(9).jpg,https://www.bigdatahub.go.kr/images/disease/,50,9,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
232,f1_51(2).jpg,https://www.bigdatahub.go.kr/images/disease/,51,2,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
233,f1_51(3).jpg,https://www.bigdatahub.go.kr/images/disease/,51,3,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
234,f1_51(4).jpg,https://www.bigdatahub.go.kr/images/disease/,51,4,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
235,f1_51(5).jpg,https://www.bigdatahub.go.kr/images/disease/,51,5,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
236,f1_51(6).jpg,https://www.bigdatahub.go.kr/images/disease/,51,6,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
237,f1_51(7).jpg,https://www.bigdatahub.go.kr/images/disease/,51,7,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
238,f1_51(8).jpg,https://www.bigdatahub.go.kr/images/disease/,51,8,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
239,f1_51(9).jpg,https://www.bigdatahub.go.kr/images/disease/,51,9,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
240,f1_52(2).jpg,https://www.bigdatahub.go.kr/images/disease/,52,2,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
241,f1_52(3).jpg,https://www.bigdatahub.go.kr/images/disease/,52,3,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
242,f1_52(4).jpg,https://www.bigdatahub.go.kr/images/disease/,52,4,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
243,f1_52(5).jpg,https://www.bigdatahub.go.kr/images/disease/,52,5,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
244,f1_52(6).jpg,https://www.bigdatahub.go.kr/images/disease/,52,6,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
245,f1_52(7).jpg,https://www.bigdatahub.go.kr/images/disease/,52,7,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
246,f1_52(8).jpg,https://www.bigdatahub.go.kr/images/disease/,52,8,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
247,f1_52(9).jpg,https://www.bigdatahub.go.kr/images/disease/,52,9,2020-09-28 14:32,1,29.3 ℃,30.6 %,29.6 ℃,34.3 %,10550 lux,덩굴마름병+모자이크병
248,g1_45(1).jpg,https://www.bigdatahub.go.kr/images/disease/,45,1,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,세균성모무늬병+덩굴마름병
249,g1_45(2).jpg,https://www.bigdatahub.go.kr/images/disease/,45,2,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,세균성모무늬병+덩굴마름병
250,g1_45(3).jpg,https://www.bigdatahub.go.kr/images/disease/,45,3,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,세균성모무늬병+덩굴마름병
251,g1_45(4).jpg,https://www.bigdatahub.go.kr/images/disease/,45,4,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,세균성모무늬병+덩굴마름병
252,g1_45(5).jpg,https://www.bigdatahub.go.kr/images/disease/,45,5,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,세균성모무늬병+덩굴마름병
253,g1_45(6).jpg,https://www.bigdatahub.go.kr/images/disease/,45,6,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,세균성모무늬병+덩굴마름병
254,g1_45(7).jpg,https://www.bigdatahub.go.kr/images/disease/,45,7,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,세균성모무늬병+덩굴마름병
255,g1_45(8).jpg,https://www.bigdatahub.go.kr/images/disease/,45,8,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,세균성모무늬병+덩굴마름병
256,g1_45(9).jpg,https://www.bigdatahub.go.kr/images/disease/,45,9,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,세균성모무늬병+덩굴마름병
257,g1_66(1).jpg,https://www.bigdatahub.go.kr/images/disease/,66,1,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,덩굴마름병+모자이크병
258,g1_66(2).jpg,https://www.bigdatahub.go.kr/images/disease/,66,2,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,덩굴마름병+모자이크병
259,g1_66(3).jpg,https://www.bigdatahub.go.kr/images/disease/,66,3,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,덩굴마름병+모자이크병
260,g1_66(4).jpg,https://www.bigdatahub.go.kr/images/disease/,66,4,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,덩굴마름병+모자이크병
261,g1_66(5).jpg,https://www.bigdatahub.go.kr/images/disease/,66,5,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,덩굴마름병+모자이크병
262,g1_66(6).jpg,https://www.bigdatahub.go.kr/images/disease/,66,6,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,덩굴마름병+모자이크병
263,g1_66(7).jpg,https://www.bigdatahub.go.kr/images/disease/,66,7,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,덩굴마름병+모자이크병
264,g1_66(8).jpg,https://www.bigdatahub.go.kr/images/disease/,66,8,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,덩굴마름병+모자이크병
265,g1_66(9).jpg,https://www.bigdatahub.go.kr/images/disease/,66,9,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,덩굴마름병+모자이크병
266,h1_12(1).jpg,https://www.bigdatahub.go.kr/images/disease/,12,1,2020-09-24 10:54,1,31.2 ℃,31.6 %,32.8 ℃,42.3 %,10060 lux,덩굴마름병+흰가루병
267,h1_12(2).jpg,https://www.bigdatahub.go.kr/images/disease/,12,2,2020-09-24 10:54,1,31.2 ℃,31.6 %,32.8 ℃,42.3 %,10060 lux,덩굴마름병+흰가루병
268,h1_12(3).jpg,https://www.bigdatahub.go.kr/images/disease/,12,3,2020-09-24 10:54,1,31.2 ℃,31.6 %,32.8 ℃,42.3 %,10060 lux,덩굴마름병+흰가루병
269,h1_12(4).jpg,https://www.bigdatahub.go.kr/images/disease/,12,4,2020-09-24 10:54,1,31.2 ℃,31.6 %,32.8 ℃,42.3 %,10060 lux,덩굴마름병+흰가루병
270,h1_12(5).jpg,https://www.bigdatahub.go.kr/images/disease/,12,5,2020-09-24 10:54,1,31.2 ℃,31.6 %,32.8 ℃,42.3 %,10060 lux,덩굴마름병+흰가루병
271,h1_12(6).jpg,https://www.bigdatahub.go.kr/images/disease/,12,6,2020-09-24 10:54,1,31.2 ℃,31.6 %,32.8 ℃,42.3 %,10060 lux,덩굴마름병+흰가루병
272,h1_12(7).jpg,https://www.bigdatahub.go.kr/images/disease/,12,7,2020-09-24 10:54,1,31.2 ℃,31.6 %,32.8 ℃,42.3 %,10060 lux,덩굴마름병+흰가루병
