파일번호(File_No),파일명(File_Name),파일저장경로(Directory),대상물번호(Obj_Num),촬영각도(Cam_Ang),촬영시각(Date_Time),부위(Obj_Type),실외온도(Out_Temp),실외습도(Out_Hum),실내온도(In_Temp),실내습도(In_Hum),실내조도(In_Illum),실제판독명(Act_Diag)
371,e1_132(4).jpg,https://www.bigdatahub.go.kr/images/disease/,132,4,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
372,e1_132(5).jpg,https://www.bigdatahub.go.kr/images/disease/,132,5,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
373,e1_132(6).jpg,https://www.bigdatahub.go.kr/images/disease/,132,6,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
374,e1_132(7).jpg,https://www.bigdatahub.go.kr/images/disease/,132,7,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
375,e1_132(8).jpg,https://www.bigdatahub.go.kr/images/disease/,132,8,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
376,e1_132(9).jpg,https://www.bigdatahub.go.kr/images/disease/,132,9,2020-11-25 13:56,1,20.8 ℃,28.6 %,23.4 ℃,46.4 %,10410 lux,정상
377,e1_140(1).jpg,https://www.bigdatahub.go.kr/images/disease/,140,1,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
378,e1_140(2).jpg,https://www.bigdatahub.go.kr/images/disease/,140,2,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
379,e1_140(3).jpg,https://www.bigdatahub.go.kr/images/disease/,140,3,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
380,e1_140(4).jpg,https://www.bigdatahub.go.kr/images/disease/,140,4,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
381,e1_140(5).jpg,https://www.bigdatahub.go.kr/images/disease/,140,5,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
382,e1_140(6).jpg,https://www.bigdatahub.go.kr/images/disease/,140,6,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
383,e1_140(7).jpg,https://www.bigdatahub.go.kr/images/disease/,140,7,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
384,e1_140(8).jpg,https://www.bigdatahub.go.kr/images/disease/,140,8,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
385,e1_140(9).jpg,https://www.bigdatahub.go.kr/images/disease/,140,9,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
386,e1_149(1).jpg,https://www.bigdatahub.go.kr/images/disease/,149,1,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
387,e1_149(2).jpg,https://www.bigdatahub.go.kr/images/disease/,149,2,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
388,e1_149(3).jpg,https://www.bigdatahub.go.kr/images/disease/,149,3,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
389,e1_149(4).jpg,https://www.bigdatahub.go.kr/images/disease/,149,4,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
390,e1_149(5).jpg,https://www.bigdatahub.go.kr/images/disease/,149,5,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
391,e1_149(6).jpg,https://www.bigdatahub.go.kr/images/disease/,149,6,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
392,e1_149(7).jpg,https://www.bigdatahub.go.kr/images/disease/,149,7,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
393,e1_149(8).jpg,https://www.bigdatahub.go.kr/images/disease/,149,8,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
394,e1_149(9).jpg,https://www.bigdatahub.go.kr/images/disease/,149,9,2020-11-25 14:09,1,20.8 ℃,28.6 %,27.0 ℃,51.3 %,10410 lux,정상
395,e1_177(1).jpg,https://www.bigdatahub.go.kr/images/disease/,177,1,2020-11-25 14:24,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,정상
396,e1_177(2).jpg,https://www.bigdatahub.go.kr/images/disease/,177,2,2020-11-25 14:24,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,정상
397,e1_177(3).jpg,https://www.bigdatahub.go.kr/images/disease/,177,3,2020-11-25 14:24,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,정상
398,e1_177(4).jpg,https://www.bigdatahub.go.kr/images/disease/,177,4,2020-11-25 14:24,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,정상
399,e1_177(5).jpg,https://www.bigdatahub.go.kr/images/disease/,177,5,2020-11-25 14:24,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,정상
400,e1_177(6).jpg,https://www.bigdatahub.go.kr/images/disease/,177,6,2020-11-25 14:24,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,정상
401,e1_177(7).jpg,https://www.bigdatahub.go.kr/images/disease/,177,7,2020-11-25 14:24,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,정상
402,e1_177(8).jpg,https://www.bigdatahub.go.kr/images/disease/,177,8,2020-11-25 14:24,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,정상
403,e1_177(9).jpg,https://www.bigdatahub.go.kr/images/disease/,177,9,2020-11-25 14:24,1,20.8 ℃,28.6 %,28.8 ℃,42.8 %,10410 lux,정상
404,f1_76(1).jpg,https://www.bigdatahub.go.kr/images/disease/,76,1,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
405,f1_76(2).jpg,https://www.bigdatahub.go.kr/images/disease/,76,2,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
406,f1_76(3).jpg,https://www.bigdatahub.go.kr/images/disease/,76,3,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
407,f1_76(4).jpg,https://www.bigdatahub.go.kr/images/disease/,76,4,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
408,f1_76(5).jpg,https://www.bigdatahub.go.kr/images/disease/,76,5,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
409,f1_76(6).jpg,https://www.bigdatahub.go.kr/images/disease/,76,6,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
410,f1_76(7).jpg,https://www.bigdatahub.go.kr/images/disease/,76,7,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
411,f1_76(8).jpg,https://www.bigdatahub.go.kr/images/disease/,76,8,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
412,f1_76(9).jpg,https://www.bigdatahub.go.kr/images/disease/,76,9,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
413,f1_77(1).jpg,https://www.bigdatahub.go.kr/images/disease/,77,1,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
414,f1_77(2).jpg,https://www.bigdatahub.go.kr/images/disease/,77,2,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
415,f1_77(3).jpg,https://www.bigdatahub.go.kr/images/disease/,77,3,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
416,f1_77(4).jpg,https://www.bigdatahub.go.kr/images/disease/,77,4,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
417,f1_77(5).jpg,https://www.bigdatahub.go.kr/images/disease/,77,5,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
418,f1_77(6).jpg,https://www.bigdatahub.go.kr/images/disease/,77,6,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
419,f1_77(7).jpg,https://www.bigdatahub.go.kr/images/disease/,77,7,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
420,f1_77(8).jpg,https://www.bigdatahub.go.kr/images/disease/,77,8,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
421,f1_77(9).jpg,https://www.bigdatahub.go.kr/images/disease/,77,9,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
422,f1_78(1).jpg,https://www.bigdatahub.go.kr/images/disease/,78,1,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
423,f1_78(2).jpg,https://www.bigdatahub.go.kr/images/disease/,78,2,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
424,f1_78(3).jpg,https://www.bigdatahub.go.kr/images/disease/,78,3,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
425,f1_78(4).jpg,https://www.bigdatahub.go.kr/images/disease/,78,4,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
426,f1_78(5).jpg,https://www.bigdatahub.go.kr/images/disease/,78,5,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
427,f1_78(6).jpg,https://www.bigdatahub.go.kr/images/disease/,78,6,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
428,f1_78(7).jpg,https://www.bigdatahub.go.kr/images/disease/,78,7,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
429,f1_78(8).jpg,https://www.bigdatahub.go.kr/images/disease/,78,8,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
430,f1_78(9).jpg,https://www.bigdatahub.go.kr/images/disease/,78,9,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
431,f1_87(1).jpg,https://www.bigdatahub.go.kr/images/disease/,87,1,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
432,f1_87(2).jpg,https://www.bigdatahub.go.kr/images/disease/,87,2,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
433,f1_87(3).jpg,https://www.bigdatahub.go.kr/images/disease/,87,3,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
434,f1_87(4).jpg,https://www.bigdatahub.go.kr/images/disease/,87,4,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
435,f1_87(5).jpg,https://www.bigdatahub.go.kr/images/disease/,87,5,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
436,f1_87(6).jpg,https://www.bigdatahub.go.kr/images/disease/,87,6,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
437,f1_87(7).jpg,https://www.bigdatahub.go.kr/images/disease/,87,7,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
438,f1_87(8).jpg,https://www.bigdatahub.go.kr/images/disease/,87,8,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
439,f1_87(9).jpg,https://www.bigdatahub.go.kr/images/disease/,87,9,2020-10-07 14:04,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,10550 lux,정상
440,f1_93(1).jpg,https://www.bigdatahub.go.kr/images/disease/,93,1,2020-10-07 14:32,1,27.0 ℃,26.5 %,31.2 ℃,34.1 %,16060 lux,정상
441,f1_93(2).jpg,https://www.bigdatahub.go.kr/images/disease/,93,2,2020-10-07 14:32,1,27.0 ℃,26.5 %,31.2 ℃,34.1 %,16060 lux,정상
442,f1_93(3).jpg,https://www.bigdatahub.go.kr/images/disease/,93,3,2020-10-07 14:32,1,27.0 ℃,26.5 %,31.2 ℃,34.1 %,16060 lux,정상
443,f1_93(4).jpg,https://www.bigdatahub.go.kr/images/disease/,93,4,2020-10-07 14:32,1,27.0 ℃,26.5 %,31.2 ℃,34.1 %,16060 lux,정상
444,f1_93(5).jpg,https://www.bigdatahub.go.kr/images/disease/,93,5,2020-10-07 14:32,1,27.0 ℃,26.5 %,31.2 ℃,34.1 %,16060 lux,정상
445,f1_93(6).jpg,https://www.bigdatahub.go.kr/images/disease/,93,6,2020-10-07 14:32,1,27.0 ℃,26.5 %,31.2 ℃,34.1 %,16060 lux,정상
446,f1_93(7).jpg,https://www.bigdatahub.go.kr/images/disease/,93,7,2020-10-07 14:32,1,27.0 ℃,26.5 %,31.2 ℃,34.1 %,16060 lux,정상
447,f1_93(8).jpg,https://www.bigdatahub.go.kr/images/disease/,93,8,2020-10-07 14:32,1,27.0 ℃,26.5 %,31.2 ℃,34.1 %,16060 lux,정상
448,f1_93(9).jpg,https://www.bigdatahub.go.kr/images/disease/,93,9,2020-10-07 14:32,1,27.0 ℃,26.5 %,31.2 ℃,34.1 %,16060 lux,정상
449,f1_95(1).jpg,https://www.bigdatahub.go.kr/images/disease/,95,1,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
450,f1_95(2).jpg,https://www.bigdatahub.go.kr/images/disease/,95,2,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
451,f1_95(3).jpg,https://www.bigdatahub.go.kr/images/disease/,95,3,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
452,f1_95(4).jpg,https://www.bigdatahub.go.kr/images/disease/,95,4,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
453,f1_95(5).jpg,https://www.bigdatahub.go.kr/images/disease/,95,5,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
454,f1_95(6).jpg,https://www.bigdatahub.go.kr/images/disease/,95,6,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
455,f1_95(7).jpg,https://www.bigdatahub.go.kr/images/disease/,95,7,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
456,f1_95(8).jpg,https://www.bigdatahub.go.kr/images/disease/,95,8,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
457,f1_95(9).jpg,https://www.bigdatahub.go.kr/images/disease/,95,9,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
458,f1_96(1).jpg,https://www.bigdatahub.go.kr/images/disease/,96,1,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
459,f1_96(2).jpg,https://www.bigdatahub.go.kr/images/disease/,96,2,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
460,f1_96(3).jpg,https://www.bigdatahub.go.kr/images/disease/,96,3,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
461,f1_96(4).jpg,https://www.bigdatahub.go.kr/images/disease/,96,4,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
462,f1_96(5).jpg,https://www.bigdatahub.go.kr/images/disease/,96,5,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
463,f1_96(6).jpg,https://www.bigdatahub.go.kr/images/disease/,96,6,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
464,f1_96(7).jpg,https://www.bigdatahub.go.kr/images/disease/,96,7,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
465,f1_96(8).jpg,https://www.bigdatahub.go.kr/images/disease/,96,8,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
466,f1_96(9).jpg,https://www.bigdatahub.go.kr/images/disease/,96,9,2020-10-12 11:50,1,23.3 ℃,42.3 %,31.7 ℃,52.3 %,13740 lux,정상
467,g1_17(1).jpg,https://www.bigdatahub.go.kr/images/disease/,17,1,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
468,g1_17(2).jpg,https://www.bigdatahub.go.kr/images/disease/,17,2,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
469,g1_17(3).jpg,https://www.bigdatahub.go.kr/images/disease/,17,3,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
470,g1_17(4).jpg,https://www.bigdatahub.go.kr/images/disease/,17,4,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
471,g1_17(5).jpg,https://www.bigdatahub.go.kr/images/disease/,17,5,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
472,g1_17(6).jpg,https://www.bigdatahub.go.kr/images/disease/,17,6,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
473,g1_17(7).jpg,https://www.bigdatahub.go.kr/images/disease/,17,7,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
474,g1_17(8).jpg,https://www.bigdatahub.go.kr/images/disease/,17,8,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
475,g1_17(9).jpg,https://www.bigdatahub.go.kr/images/disease/,17,9,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
476,g1_21(1).jpg,https://www.bigdatahub.go.kr/images/disease/,21,1,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
477,g1_21(2).jpg,https://www.bigdatahub.go.kr/images/disease/,21,2,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
478,g1_21(3).jpg,https://www.bigdatahub.go.kr/images/disease/,21,3,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
479,g1_21(4).jpg,https://www.bigdatahub.go.kr/images/disease/,21,4,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
480,g1_21(5).jpg,https://www.bigdatahub.go.kr/images/disease/,21,5,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
481,g1_21(6).jpg,https://www.bigdatahub.go.kr/images/disease/,21,6,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
482,g1_21(7).jpg,https://www.bigdatahub.go.kr/images/disease/,21,7,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
483,g1_21(8).jpg,https://www.bigdatahub.go.kr/images/disease/,21,8,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
484,g1_21(9).jpg,https://www.bigdatahub.go.kr/images/disease/,21,9,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
485,g1_22(1).jpg,https://www.bigdatahub.go.kr/images/disease/,22,1,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
486,g1_22(2).jpg,https://www.bigdatahub.go.kr/images/disease/,22,2,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
487,g1_22(3).jpg,https://www.bigdatahub.go.kr/images/disease/,22,3,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
488,g1_22(4).jpg,https://www.bigdatahub.go.kr/images/disease/,22,4,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
489,g1_22(5).jpg,https://www.bigdatahub.go.kr/images/disease/,22,5,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
490,g1_22(6).jpg,https://www.bigdatahub.go.kr/images/disease/,22,6,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
491,g1_22(7).jpg,https://www.bigdatahub.go.kr/images/disease/,22,7,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
492,g1_22(8).jpg,https://www.bigdatahub.go.kr/images/disease/,22,8,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
493,g1_22(9).jpg,https://www.bigdatahub.go.kr/images/disease/,22,9,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
494,g1_23(1).jpg,https://www.bigdatahub.go.kr/images/disease/,23,1,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
495,g1_23(2).jpg,https://www.bigdatahub.go.kr/images/disease/,23,2,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
496,g1_23(3).jpg,https://www.bigdatahub.go.kr/images/disease/,23,3,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
497,g1_23(4).jpg,https://www.bigdatahub.go.kr/images/disease/,23,4,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
498,g1_23(5).jpg,https://www.bigdatahub.go.kr/images/disease/,23,5,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
499,g1_23(6).jpg,https://www.bigdatahub.go.kr/images/disease/,23,6,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
500,g1_23(7).jpg,https://www.bigdatahub.go.kr/images/disease/,23,7,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
501,g1_23(8).jpg,https://www.bigdatahub.go.kr/images/disease/,23,8,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
502,g1_23(9).jpg,https://www.bigdatahub.go.kr/images/disease/,23,9,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
503,g1_27(1).jpg,https://www.bigdatahub.go.kr/images/disease/,27,1,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
504,g1_27(2).jpg,https://www.bigdatahub.go.kr/images/disease/,27,2,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
505,g1_27(3).jpg,https://www.bigdatahub.go.kr/images/disease/,27,3,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
506,g1_27(4).jpg,https://www.bigdatahub.go.kr/images/disease/,27,4,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
507,g1_27(5).jpg,https://www.bigdatahub.go.kr/images/disease/,27,5,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
508,g1_27(6).jpg,https://www.bigdatahub.go.kr/images/disease/,27,6,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
509,g1_27(7).jpg,https://www.bigdatahub.go.kr/images/disease/,27,7,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
510,g1_27(8).jpg,https://www.bigdatahub.go.kr/images/disease/,27,8,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
511,g1_27(9).jpg,https://www.bigdatahub.go.kr/images/disease/,27,9,2020-09-24 14:08,1,31.0 ℃,33.5 %,32.6 ℃,45.2 %,8620 lux,정상
512,g1_64(1).jpg,https://www.bigdatahub.go.kr/images/disease/,64,1,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,정상
513,g1_64(2).jpg,https://www.bigdatahub.go.kr/images/disease/,64,2,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,정상
514,g1_64(3).jpg,https://www.bigdatahub.go.kr/images/disease/,64,3,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,정상
515,g1_64(4).jpg,https://www.bigdatahub.go.kr/images/disease/,64,4,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,정상
516,g1_64(5).jpg,https://www.bigdatahub.go.kr/images/disease/,64,5,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,정상
517,g1_64(6).jpg,https://www.bigdatahub.go.kr/images/disease/,64,6,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,정상
518,g1_64(7).jpg,https://www.bigdatahub.go.kr/images/disease/,64,7,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,정상
519,g1_64(8).jpg,https://www.bigdatahub.go.kr/images/disease/,64,8,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,정상
520,g1_64(9).jpg,https://www.bigdatahub.go.kr/images/disease/,64,9,2020-09-28 14:33,1,28.1 ℃,39.1 %,28.6 ℃,38.7 %,9100 lux,정상
521,g1_79(1).jpg,https://www.bigdatahub.go.kr/images/disease/,79,1,2020-10-07 14:00,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
522,g1_79(2).jpg,https://www.bigdatahub.go.kr/images/disease/,79,2,2020-10-07 14:00,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
523,g1_79(3).jpg,https://www.bigdatahub.go.kr/images/disease/,79,3,2020-10-07 14:00,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
524,g1_79(4).jpg,https://www.bigdatahub.go.kr/images/disease/,79,4,2020-10-07 14:00,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
525,g1_79(5).jpg,https://www.bigdatahub.go.kr/images/disease/,79,5,2020-10-07 14:00,1,27.0 ℃,26.5 %,27.3 ℃,31.3 %,15550 lux,정상
